Se sair número 1 , nunca sairá os números 2 e 3 no jogo seguinte
Se sair número 3 , nunca sairá os números 18 e 25 no jogo seguinte
Se sair número 3 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 3 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 3 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 3 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 3 , nunca sairá os números 21 e 25 no jogo seguinte
Se sair número 3 , nunca sairá os números 21 e 25 no jogo seguinte
Se sair número 3 , nunca sairá os números 22 e 25 no jogo seguinte
Se sair número 3 , nunca sairá os números 22 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 2 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 3 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 5 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 6 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 7 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 8 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 9 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 10 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 11 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 12 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 14 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 16 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 17 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 20 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 23 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 24 no jogo seguinte
Se sair número 4 , nunca sairá os números 1 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 3 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 3 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 5 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 5 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 6 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 7 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 8 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 9 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 10 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 11 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 12 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 14 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 16 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 17 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 20 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 23 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 24 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 2 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 5 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 5 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 6 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 7 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 8 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 9 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 10 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 11 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 12 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 14 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 16 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 17 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 20 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 23 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 24 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 3 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 6 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 7 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 8 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 9 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 10 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 11 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 12 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 14 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 16 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 17 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 20 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 23 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 24 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 5 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 7 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 8 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 9 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 10 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 11 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 12 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 14 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 16 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 17 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 20 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 23 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 24 no jogo seguinte
Se sair número 4 , nunca sairá os números 6 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 8 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 9 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 10 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 11 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 12 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 14 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 16 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 17 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 20 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 23 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 24 no jogo seguinte
Se sair número 4 , nunca sairá os números 7 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 9 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 10 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 11 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 12 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 14 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 16 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 17 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 20 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 23 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 24 no jogo seguinte
Se sair número 4 , nunca sairá os números 8 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 10 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 11 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 12 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 14 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 16 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 17 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 20 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 23 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 24 no jogo seguinte
Se sair número 4 , nunca sairá os números 9 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 11 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 12 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 14 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 16 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 17 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 20 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 23 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 24 no jogo seguinte
Se sair número 4 , nunca sairá os números 10 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 12 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 14 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 15 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 16 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 17 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 18 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 19 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 20 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 21 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 22 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 23 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 24 no jogo seguinte
Se sair número 4 , nunca sairá os números 11 e 25 no jogo seguinte
Se sair número 4 , nunca sairá os números 12 e 13 no jogo seguinte
Se sair número 4 , nunca sairá os números 12 e 14 no jogo seguinte
Se sair número 4 , nunca sairá os números 12 e 15 no jogo seguinte
